model_tag,aux_pair,distance_bucket,role,layer,real_mean,rand_mean,n
phi2,be_present,extra_long,distractor,13,0.2629698181152344,-0.03461446762084961,100
phi2,be_present,extra_long,distractor,14,0.3102194690704346,-0.07280689239501953,100
phi2,be_present,extra_long,distractor,15,0.4065135383605957,0.05973545074462891,100
phi2,be_present,extra_long,distractor,16,0.3671050834655762,0.0699852466583252,100
phi2,be_present,extra_long,distractor,17,0.3490705871582031,0.03697357177734375,100
phi2,be_present,extra_long,distractor,18,0.3751093101501465,-0.13922737121582032,100
phi2,be_present,extra_long,distractor,19,1.0579180812835693,-0.09226021766662598,100
phi2,be_present,extra_long,distractor,20,1.183909730911255,0.09689489364624024,100
phi2,be_present,extra_long,distractor,21,1.5666788482666016,0.0310305118560791,100
phi2,be_present,extra_long,distractor,22,2.5470124244689942,0.03562756538391113,100
phi2,be_present,extra_long,distractor,23,0.27483370780944827,-0.023225831985473632,100
phi2,be_present,extra_long,distractor,24,0.28088990211486814,-0.005828638076782227,100
phi2,be_present,extra_long,distractor,25,0.1638217830657959,-0.021417922973632812,100
phi2,be_present,extra_long,distractor,26,0.06467028617858887,-0.010115652084350587,100
phi2,be_present,extra_long,distractor,27,0.07223556518554687,0.0011798286437988282,100
phi2,be_present,extra_long,distractor,28,0.0014872074127197266,-0.0005988216400146484,100
phi2,be_present,extra_long,distractor,29,0.0010231876373291017,-0.0006419086456298828,100
phi2,be_present,extra_long,distractor,30,0.009136343002319336,-0.008617191314697266,100
phi2,be_present,extra_long,distractor,31,0.0,0.0,100
phi2,be_present,extra_long,filler_after_distractor,1,0.03146506733364529,-0.025782098770141603,100
phi2,be_present,extra_long,filler_after_distractor,2,0.030917689005533853,0.029177584118313258,100
phi2,be_present,extra_long,filler_after_distractor,3,0.01962010277642144,0.006505982081095377,100
phi2,be_present,extra_long,filler_after_distractor,4,0.12958773877885607,0.009122471279568143,100
phi2,be_present,extra_long,filler_after_distractor,5,0.14239022254943848,-0.00018040921952989367,100
phi2,be_present,extra_long,filler_after_distractor,6,0.1779233980178833,-0.022902173466152614,100
