model_tag,aux_pair,distance_bucket,role,layer,real_mean,rand_mean,n
qwen25_3b,be_present,long,final,12,0.05453125,-0.063125,100
qwen25_3b,be_present,long,final,13,-0.066875,-0.223671875,100
qwen25_3b,be_present,long,final,14,0.413046875,-0.00140625,100
qwen25_3b,be_present,long,final,15,0.818046875,0.101953125,100
qwen25_3b,be_present,long,final,16,1.039375,0.04953125,100
qwen25_3b,be_present,long,final,17,0.908671875,0.200625,100
qwen25_3b,be_present,long,final,18,0.947265625,0.140625,100
qwen25_3b,be_present,long,final,19,1.006640625,0.22875,100
qwen25_3b,be_present,long,final,20,0.942109375,0.35890625,100
qwen25_3b,be_present,long,final,21,0.98703125,0.022890625,100
qwen25_3b,be_present,long,final,22,1.395859375,0.218359375,100
qwen25_3b,be_present,long,final,23,1.669296875,0.324296875,100
qwen25_3b,be_present,long,final,24,1.907890625,0.46078125,100
